timestamp,cpu_percent,memory_percent,network_mbps,hour,day_of_week,day_of_month,month,is_weekend,is_business_hours
2024-01-01 00:00:00,38.97371322408986,46.95061503004799,77.28972154892539,0,0,1,1,0,0
2024-01-01 01:00:00,33.893885590630525,43.61907033583051,41.73894309754572,1,0,1,1,0,0
2024-01-01 02:00:00,33.12677300221331,38.32781529930069,43.28877962650368,2,0,1,1,0,0
2024-01-01 03:00:00,33.126904344406555,41.05876355352366,50.53603749393315,3,0,1,1,0,0
2024-01-01 04:00:00,77.63370252405913,39.94269409054816,56.78774533933217,4,0,1,1,0,0
2024-01-01 05:00:00,41.13947783322327,39.66081799021298,72.55731729497077,5,0,1,1,0,0
2024-01-01 06:00:00,41.24420491252038,46.515513236252076,107.10101769742741,6,0,1,1,0,0
2024-01-01 07:00:00,49.34048034868772,37.212956028989346,77.4436479957744,7,0,1,1,0,0
2024-01-01 08:00:00,46.93569817252828,49.23501676480383,92.99415627604174,8,0,1,1,0,0
2024-01-01 09:00:00,39.69375804273761,54.212766901115096,146.41269321282215,9,0,1,1,0,1
2024-01-01 10:00:00,46.89735103732461,55.363238375121576,162.67843260987493,10,0,1,1,0,1
2024-01-01 11:00:00,57.51397866076219,49.24796470216964,132.9150019500735,11,0,1,1,0,1
2024-01-01 12:00:00,66.72519015137243,50.599877188478004,133.7417641889511,12,0,1,1,0,1
2024-01-01 13:00:00,53.19378959610771,45.56693513024898,135.9884228940899,13,0,1,1,0,1
2024-01-01 14:00:00,50.64493820379854,49.30077884510812,125.23358658973906,14,0,1,1,0,1
2024-01-01 15:00:00,55.88738071767893,53.47391646330003,131.74867768018694,15,0,1,1,0,1
2024-01-01 16:00:00,50.19489048064956,56.783399186817306,100.51666162785241,16,0,1,1,0,1
2024-01-01 17:00:00,52.666450001653786,47.27034956081436,121.19327094069779,17,0,1,1,0,1
2024-01-01 18:00:00,74.89202220209653,42.33676174403905,97.53749544193936,18,0,1,1,0,0
2024-01-01 19:00:00,36.538312568352794,43.29337480541549,76.63876704671604,19,0,1,1,0,0
2024-01-01 20:00:00,51.58035929682551,38.41517735769834,102.93815226922756,20,0,1,1,0,0
2024-01-01 21:00:00,35.23325080023182,46.46346865532242,64.57539842225081,21,0,1,1,0,0
2024-01-01 22:00:00,24.374511608812554,41.301821681401314,72.30348597458976,22,0,1,1,0,0
2024-01-01 23:00:00,36.57488988695299,43.51590547922854,72.25959305607489,23,0,1,1,0,0
2024-01-02 00:00:00,40.907732639963285,42.589324585241684,93.03020886989424,0,1,2,1,0,0
2024-01-02 01:00:00,36.37094624951976,41.33939331097358,54.65861927071417,1,1,2,1,0,0
2024-01-02 02:00:00,34.07481374089408,44.568161484274725,60.02965267133716,2,1,2,1,0,0
2024-01-02 03:00:00,32.59117043528569,43.8334647958014,82.99310033454468,3,1,2,1,0,0
2024-01-02 04:00:00,31.3148898323217,43.3079996173277,80.65771404756842,4,1,2,1,0,0
2024-01-02 05:00:00,43.45697780975132,41.9810778103839,75.30054760353134,5,1,2,1,0,0
2024-01-02 06:00:00,47.592671755158364,46.27248000786781,95.1182376373805,6,1,2,1,0,0
2024-01-02 07:00:00,41.91934175666947,51.70827006688057,112.50411913501482,7,1,2,1,0,0
2024-01-02 08:00:00,69.58462399755233,45.75273099749897,129.6301786573893,8,1,2,1,0,0
2024-01-02 09:00:00,59.89341031072694,57.27699616954933,138.971487325712,9,1,2,1,0,1
2024-01-02 10:00:00,63.24799617996761,47.83093579005612,130.73992248692267,10,1,2,1,0,1
2024-01-02 11:00:00,62.45024095292959,54.12212713311104,140.8367047783147,11,1,2,1,0,1
2024-01-02 12:00:00,48.286259814218894,49.20082245837398,132.70106556543973,12,1,2,1,0,1
2024-01-02 13:00:00,52.52630099319028,47.78176562515281,125.90600019661731,13,1,2,1,0,1
2024-01-02 14:00:00,51.16660609723768,50.831103319928864,143.00781119241609,14,1,2,1,0,1
2024-01-02 15:00:00,53.51472818668946,58.655262687278515,122.5396844287886,15,1,2,1,0,1
2024-01-02 16:00:00,61.500206579153584,57.78675662262919,138.64677017683636,16,1,2,1,0,1
2024-01-02 17:00:00,65.84992022856659,55.057690487265376,107.37166047680715,17,1,2,1,0,1
2024-01-02 18:00:00,47.89308820038107,40.05379675890128,115.60994714338834,18,1,2,1,0,0
2024-01-02 19:00:00,39.839041963159005,45.49835167745607,78.43771795906966,19,1,2,1,0,0
2024-01-02 20:00:00,44.713391687120385,47.58909626641564,69.95147249527619,20,1,2,1,0,0
2024-01-02 21:00:00,57.51714924651205,47.18320853963184,110.04986036638475,21,1,2,1,0,0
2024-01-02 22:00:00,35.69637654590537,39.2046009014289,83.22958942536056,22,1,2,1,0,0
2024-01-02 23:00:00,32.60794119627306,43.11715846304468,64.80324866923243,23,1,2,1,0,0
2024-01-03 00:00:00,33.242624897299905,46.520715207676474,58.57332528448851,0,2,3,1,0,0
2024-01-03 01:00:00,37.85690057209397,49.02072688595448,55.004435714193576,1,2,3,1,0,0
2024-01-03 02:00:00,28.532051176854498,38.18952830814545,63.96382145411009,2,2,3,1,0,0
2024-01-03 03:00:00,30.98594365132371,46.42395818442434,59.39499134678935,3,2,3,1,0,0
2024-01-03 04:00:00,42.32321694161659,47.74300059843736,57.559444476463625,4,2,3,1,0,0
2024-01-03 05:00:00,37.630008877277476,50.667540635560094,46.93210454988554,5,2,3,1,0,0
2024-01-03 06:00:00,,,172.8499151337421,6,2,3,1,0,0
2024-01-03 07:00:00,52.74915992426311,49.79575464479635,91.31210630521109,7,2,3,1,0,0
2024-01-03 08:00:00,39.38357524898118,44.3637944588334,93.49564427294226,8,2,3,1,0,0
2024-01-03 09:00:00,52.37870282721786,48.02956596445971,119.22902824572603,9,2,3,1,0,1
2024-01-03 10:00:00,87.3689622165166,54.18731122280275,121.18215542637999,10,2,3,1,0,1
2024-01-03 11:00:00,57.08844217743911,59.863925802070675,133.45916273149322,11,2,3,1,0,1
2024-01-03 12:00:00,43.677034063596686,61.52902017671112,116.569684395112,12,2,3,1,0,1
2024-01-03 13:00:00,51.63483741787713,58.89512816128375,145.94280539549825,13,2,3,1,0,1
2024-01-03 14:00:00,53.70971430667193,57.867949655641375,138.01311793562013,14,2,3,1,0,1
2024-01-03 15:00:00,58.232406854516306,57.766723305819895,119.0988714267697,15,2,3,1,0,1
2024-01-03 16:00:00,57.060403125782116,54.12119061911805,137.2088013764157,16,2,3,1,0,1
2024-01-03 17:00:00,54.40443267387066,55.92284668435553,116.9051654966597,17,2,3,1,0,1
2024-01-03 18:00:00,29.64983027760767,55.216708387254,102.3352570634363,18,2,3,1,0,0
2024-01-03 19:00:00,74.78788899640627,44.86745967557153,77.44529468340619,19,2,3,1,0,0
2024-01-03 20:00:00,45.48184167952821,55.19398608424755,88.28291442301706,20,2,3,1,0,0
2024-01-03 21:00:00,64.70593689988229,47.54385415450968,92.21633861100193,21,2,3,1,0,0
2024-01-03 22:00:00,33.46111228175102,54.23070651093483,82.95501846531616,22,2,3,1,0,0
2024-01-03 23:00:00,37.4123787386689,43.398643614367685,48.328578212509285,23,2,3,1,0,0
2024-01-04 00:00:00,44.142582516120164,51.4663591374095,47.75767516457934,0,3,4,1,0,0
2024-01-04 01:00:00,41.015464261494195,46.27241240097863,38.17418092364172,1,3,4,1,0,0
2024-01-04 02:00:00,46.22235448748879,43.65508555195287,88.02904828744504,2,3,4,1,0,0
2024-01-04 03:00:00,23.785191497661753,50.28686146050426,60.52211310749748,3,3,4,1,0,0
2024-01-04 04:00:00,57.075709398954494,53.547091848513695,76.34857438636246,4,3,4,1,0,0
2024-01-04 05:00:00,30.469618163177824,46.22582561310103,51.4322403887372,5,3,4,1,0,0
2024-01-04 06:00:00,32.59469255147094,43.70582030939801,82.73612472103754,6,3,4,1,0,0
2024-01-04 07:00:00,45.548503798448216,49.43070283074263,189.31106756889758,7,3,4,1,0,0
2024-01-04 08:00:00,37.644606126129574,49.54444210797778,89.7514738526622,8,3,4,1,0,0
2024-01-04 09:00:00,67.39947524014032,60.183466113925796,140.24986767274137,9,3,4,1,0,1
2024-01-04 10:00:00,48.7339736613101,61.88447156530218,130.95473592244775,10,3,4,1,0,1
2024-01-04 11:00:00,52.4235078703546,57.94423857876629,124.42331482714768,11,3,4,1,0,1
2024-01-04 12:00:00,61.50813773895736,65.69961778977274,158.38287641249602,12,3,4,1,0,1
2024-01-04 13:00:00,45.15308546852836,59.270146795575414,216.74421288963407,13,3,4,1,0,1
2024-01-04 14:00:00,42.14013412351018,57.08300200026451,118.40455435595945,14,3,4,1,0,1
2024-01-04 15:00:00,56.47707086825844,52.11783457725517,116.93908342534388,15,3,4,1,0,1
2024-01-04 16:00:00,57.07906235398739,57.608756569395325,140.86887668084682,16,3,4,1,0,1
2024-01-04 17:00:00,61.25458297421848,57.40903102136454,236.72728181294661,17,3,4,1,0,1
2024-01-04 18:00:00,49.17553252493518,54.69087452623818,87.62193461375315,18,3,4,1,0,0
2024-01-04 19:00:00,47.375877385865486,52.79455763432595,76.22971407541553,19,3,4,1,0,0
2024-01-04 20:00:00,39.559802227372074,46.32200458312473,92.15139850286239,20,3,4,1,0,0
2024-01-04 21:00:00,,51.82324556010049,103.07286579131902,21,3,4,1,0,0
2024-01-04 22:00:00,67.34457978638946,53.9149875407069,83.69156837542289,22,3,4,1,0,0
2024-01-04 23:00:00,29.285188655789057,57.43550990934088,50.82360540743123,23,3,4,1,0,0
2024-01-05 00:00:00,49.926196089158054,54.96780762507106,57.57067774588009,0,4,5,1,0,0
2024-01-05 01:00:00,38.7906633672943,54.55547021173265,66.57619049244968,1,4,5,1,0,0
2024-01-05 02:00:00,27.202546638181428,51.84660286017223,54.27765877763861,2,4,5,1,0,0
2024-01-05 03:00:00,41.296676829939614,53.25356453440331,40.19259834892453,3,4,5,1,0,0
2024-01-05 04:00:00,42.70700903395458,56.792274988866666,57.64462757332938,4,4,5,1,0,0
2024-01-05 05:00:00,38.30224741549198,46.556964813321,41.84758584878763,5,4,5,1,0,0
2024-01-05 06:00:00,43.036895071977035,50.584015159961254,104.46233826257968,6,4,5,1,0,0
2024-01-05 07:00:00,38.970110685140085,48.985073495336124,85.41832946337477,7,4,5,1,0,0
2024-01-05 08:00:00,44.383186324687166,53.68541385334187,89.08353737991197,8,4,5,1,0,0
2024-01-05 09:00:00,57.729215798533154,65.18301874934113,118.7680030596992,9,4,5,1,0,1
2024-01-05 10:00:00,55.10401513502325,57.96743626516417,129.654241658718,10,4,5,1,0,1
2024-01-05 11:00:00,66.62827261725853,50.887192924409206,249.1786275190906,11,4,5,1,0,1
2024-01-05 12:00:00,60.00533878212005,58.89247693643325,146.24499907775302,12,4,5,1,0,1
2024-01-05 13:00:00,78.14273954866974,64.28807583311479,113.85428218896912,13,4,5,1,0,1
2024-01-05 14:00:00,46.4328600155111,62.87739190110611,89.31081154284342,14,4,5,1,0,1
2024-01-05 15:00:00,58.85977932194548,62.53217799327531,127.75816460252517,15,4,5,1,0,1
2024-01-05 16:00:00,83.2122977173932,59.791888771710916,125.51769866456193,16,4,5,1,0,1
2024-01-05 17:00:00,60.71200395273674,55.88803521523269,124.62633433138738,17,4,5,1,0,1
2024-01-05 18:00:00,48.78590099658836,55.15749777383756,81.71608121831088,18,4,5,1,0,0
2024-01-05 19:00:00,44.417368698745015,49.85122066669793,173.54284525556778,19,4,5,1,0,0
2024-01-05 20:00:00,38.22565025545276,62.01662630144055,124.37866900228029,20,4,5,1,0,0
2024-01-05 21:00:00,32.88122220251309,55.654022656720336,118.01193006242026,21,4,5,1,0,0
2024-01-05 22:00:00,36.71274995304163,51.14101701891203,54.008017642907205,22,4,5,1,0,0
2024-01-05 23:00:00,25.034089770304096,51.10954655543293,61.93781209997566,23,4,5,1,0,0
2024-01-06 00:00:00,25.929140510390937,53.274647907496,68.7577851540922,0,5,6,1,1,0
2024-01-06 01:00:00,34.22980084756422,52.779613074501995,55.888297958649865,1,5,6,1,1,0
2024-01-06 02:00:00,33.465669747568,58.29600970312463,46.85172865171138,2,5,6,1,1,0
2024-01-06 03:00:00,23.856237617355013,54.66524990183015,34.431158342992916,3,5,6,1,1,0
2024-01-06 04:00:00,41.66440994540221,51.08382464973894,54.183353226227545,4,5,6,1,1,0
2024-01-06 05:00:00,41.43041641627922,61.662735470027755,36.05001611573407,5,5,6,1,1,0
2024-01-06 06:00:00,43.12028213766928,54.38868090550359,83.98949359382378,6,5,6,1,1,0
2024-01-06 07:00:00,43.11028760729767,57.357133847433715,65.51584658846073,7,5,6,1,1,0
2024-01-06 08:00:00,43.12038149044838,51.939048383844884,73.81134180538066,8,5,6,1,1,0
2024-01-06 09:00:00,75.82185192523777,63.914446896118505,77.08290310185215,9,5,6,1,1,1
2024-01-06 10:00:00,52.63201410794562,63.79630402193318,94.43985658874294,10,5,6,1,1,1
2024-01-06 11:00:00,50.21113001044638,55.08299526490953,72.52522713229534,11,5,6,1,1,1
2024-01-06 12:00:00,38.817398283699426,70.7922689615769,86.36804132707049,12,5,6,1,1,1
2024-01-06 13:00:00,73.10545114607993,67.98316917097105,76.54640057627456,13,5,6,1,1,1
2024-01-06 14:00:00,63.51726853338807,61.32107860578165,78.67327894425797,14,5,6,1,1,1
2024-01-06 15:00:00,30.061878459266016,58.589894205453575,96.54053953612082,15,5,6,1,1,1
2024-01-06 16:00:00,41.22454507368453,64.4781766953989,70.66073939962119,16,5,6,1,1,1
2024-01-06 17:00:00,53.71160477573893,63.523520912821446,87.4066251443916,17,5,6,1,1,1
2024-01-06 18:00:00,33.27757032592025,56.688047616472595,85.98827201497691,18,5,6,1,1,0
2024-01-06 19:00:00,44.4367819914774,56.12016398008783,79.93398020298322,19,5,6,1,1,0
2024-01-06 20:00:00,39.36457471923051,57.467140829600616,56.926398541077376,20,5,6,1,1,0
2024-01-06 21:00:00,33.78719721915346,61.319561092923294,73.46682464126665,21,5,6,1,1,0
2024-01-06 22:00:00,16.798859306739143,57.890750530729946,28.586161560073833,22,5,6,1,1,0
2024-01-06 23:00:00,34.49163451815542,51.50755217133164,69.09909811548943,23,5,6,1,1,0
2024-01-07 00:00:00,56.6598340925384,61.244098130564545,93.568226283903,0,6,7,1,1,0
2024-01-07 01:00:00,32.082108468264806,62.443812680586646,58.528100710815174,1,6,7,1,1,0
2024-01-07 02:00:00,37.03989823184366,68.57692328808533,74.84646200919533,2,6,7,1,1,0
2024-01-07 03:00:00,39.926041553360974,51.561895423420644,33.82185493787097,3,6,7,1,1,0
2024-01-07 04:00:00,29.20043751071235,57.11440716888255,38.94841644750745,4,6,7,1,1,0
2024-01-07 05:00:00,27.773366139410307,47.901323291801205,49.02971551368226,5,6,7,1,1,0
2024-01-07 06:00:00,28.912928365319637,58.52898422575018,63.6324373523961,6,6,7,1,1,0
2024-01-07 07:00:00,,,70.62438095458232,7,6,7,1,1,0
2024-01-07 08:00:00,55.977249576101066,64.18299763040532,56.99421460693341,8,6,7,1,1,0
2024-01-07 09:00:00,53.25972208440918,61.47691010555968,84.09480534348026,9,6,7,1,1,1
2024-01-07 10:00:00,85.13528919349298,57.904620234404526,96.50767183658424,10,6,7,1,1,1
2024-01-07 11:00:00,39.33864427504975,62.86210579065595,89.40966073308468,11,6,7,1,1,1
2024-01-07 12:00:00,48.550555425169826,56.93084310713556,76.56478663680846,12,6,7,1,1,1
2024-01-07 13:00:00,51.19707242743469,67.9226496290829,93.12733441585189,13,6,7,1,1,1
2024-01-07 14:00:00,19.06986127944742,56.74320053915079,75.95068312133591,14,6,7,1,1,1
2024-01-07 15:00:00,36.80489886932568,65.202466374083,83.26790475676486,15,6,7,1,1,1
2024-01-07 16:00:00,58.05929043145308,56.86231362957044,95.65323675497118,16,6,7,1,1,1
2024-01-07 17:00:00,63.55886897631494,63.97711521184442,79.2470774176427,17,6,7,1,1,1
2024-01-07 18:00:00,50.530186312528926,63.916384366919566,47.862019331405904,18,6,7,1,1,0
2024-01-07 19:00:00,27.513102790564485,58.86984755173868,66.8511252494523,19,6,7,1,1,0
2024-01-07 20:00:00,31.147930791616393,54.057483877409226,79.79807273931645,20,6,7,1,1,0
2024-01-07 21:00:00,42.69682779410616,57.47066386670945,81.28384860134848,21,6,7,1,1,0
2024-01-07 22:00:00,33.55841667992015,57.75138119927742,38.397019335667906,22,6,7,1,1,0
2024-01-07 23:00:00,29.91749122510592,59.653486500648654,64.48223505420714,23,6,7,1,1,0
2024-01-08 00:00:00,47.68813452916282,52.378997746585284,56.3785415291251,0,0,8,1,0,0
2024-01-08 01:00:00,25.097476009385208,60.29998021713933,82.00173835348464,1,0,8,1,0,0
2024-01-08 02:00:00,33.785719239715334,47.195237524991825,42.1362524103941,2,0,8,1,0,0
2024-01-08 03:00:00,39.706537651876616,55.57617095189062,70.18092103919129,3,0,8,1,0,0
2024-01-08 04:00:00,37.24793494188026,56.225330259146595,54.79842634849932,4,0,8,1,0,0
2024-01-08 05:00:00,30.01840384143525,60.794259940598614,51.21310914826965,5,0,8,1,0,0
2024-01-08 06:00:00,40.285081944446304,58.433812780962526,104.38224459701509,6,0,8,1,0,0
2024-01-08 07:00:00,51.7968167761682,52.80318280693512,106.91529441774644,7,0,8,1,0,0
2024-01-08 08:00:00,52.196799003466005,54.567416285721634,60.789862887887786,8,0,8,1,0,0
2024-01-08 09:00:00,57.45839616701287,67.38386990949044,144.67686708499826,9,0,8,1,0,1
2024-01-08 10:00:00,48.36803991262342,66.35444810781001,128.97330261000377,10,0,8,1,0,1
2024-01-08 11:00:00,50.518551678424245,64.43559437316053,130.43163346121497,11,0,8,1,0,1
2024-01-08 12:00:00,54.83278724828681,64.90993393822691,111.40617981212458,12,0,8,1,0,1
2024-01-08 13:00:00,55.93861906647025,69.6989235381639,139.11760508102512,13,0,8,1,0,1
2024-01-08 14:00:00,59.3767790493603,64.92426710542264,164.87048371485128,14,0,8,1,0,1
2024-01-08 15:00:00,53.38245878052885,66.72326089263225,122.06579855912952,15,0,8,1,0,1
2024-01-08 16:00:00,61.60333079190424,75.83576255268584,148.50109114529005,16,0,8,1,0,1
2024-01-08 17:00:00,61.50807708800511,61.54147708445245,129.88466506417944,17,0,8,1,0,1
2024-01-08 18:00:00,55.44383045723463,51.908828482539136,82.62657091471605,18,0,8,1,0,0
2024-01-08 19:00:00,45.168030733062075,62.53034944031412,68.80911361649166,19,0,8,1,0,0
2024-01-08 20:00:00,47.593330819907536,56.76100875887473,110.88058127380637,20,0,8,1,0,0
2024-01-08 21:00:00,43.95885556505852,58.282019226907614,91.66694062944768,21,0,8,1,0,0
2024-01-08 22:00:00,28.45423453413222,56.50952953536928,53.35104802773146,22,0,8,1,0,0
2024-01-08 23:00:00,51.739098205483685,58.67393684138679,55.67137324268848,23,0,8,1,0,0
2024-01-09 00:00:00,44.26488698800054,66.18606813139534,70.3636643608829,0,1,9,1,0,0
2024-01-09 01:00:00,41.333301551703485,63.07900299857019,53.32789742744264,1,1,9,1,0,0
